home_code,home_team,home_accent,home_accent_hex,away_code,away_team,away_accent,away_accent_hex,banner,banner_hex,background_hex
MIN,Minnesota Wild,Iron Range Red,#A6192E,DAL,Dallas Stars,Victory Green,#006847,Forest Green,#154734,#000000
MIN,Minnesota Wild,Forest Green,#154734,DET,Detroit Red Wings,Wings Red,#CE1126,Iron Range Red,#A6192E,#000000
MIN,Minnesota Wild,Forest Green,#154734,EDM,Edmonton Oilers,Oilers Orange,#FF4C00,Oilers Navy,#041E42,#000000
MIN,Minnesota Wild,Forest Green,#154734,FLA,Florida Panthers,Panthers Red,#C8102E,Panthers Navy,#041E42,#000000
MIN,Minnesota Wild,Forest Green,#154734,LAK,Los Angeles Kings,Kings Black,#111111,Iron Range Red,#A6192E,#000000
MIN,Minnesota Wild,Forest Green,#154734,MTL,Montreal Canadiens,Habs Red,#AF1E2D,Habs Blue,#192168,#000000
MIN,Minnesota Wild,Forest Green,#154734,NJD,New Jersey Devils,Devils Red,#CE1126,Iron Range Red,#A6192E,#000000
MIN,Minnesota Wild,Forest Green,#154734,NSH,Nashville Predators,Preds Gold,#FFB81C,Preds Navy,#041E42,#000000
MIN,Minnesota Wild,Forest Green,#154734,NYI,New York Islanders,Isles Orange,#F47D30,Isles Royal,#00539B,#000000
MIN,Minnesota Wild,Forest Green,#154734,NYR,New York Rangers,Rangers Blue,#0038A8,Iron Range Red,#A6192E,#000000
MIN,Minnesota Wild,Forest Green,#154734,OTT,Ottawa Senators,Sens Red,#C52032,Iron Range Red,#A6192E,#000000
MIN,Minnesota Wild,Forest Green,#154734,PHI,Philadelphia Flyers,Flyers Orange,#F74902,Iron Range Red,#A6192E,#000000
MIN,Minnesota Wild,Forest Green,#154734,PIT,Pittsburgh Penguins,Vegas Gold,#FCB514,Iron Range Red,#A6192E,#000000
MIN,Minnesota Wild,Forest Green,#154734,SEA,Seattle Kraken,Ice Blue,#99D9D9,Deep Sea Blue,#001628,#000000
MIN,Minnesota Wild,Forest Green,#154734,SJS,San Jose Sharks,Sharks Teal,#006D75,Iron Range Red,#A6192E,#000000
MIN,Minnesota Wild,Forest Green,#154734,STL,St. Louis Blues,Blues Blue,#002F87,Iron Range Red,#A6192E,#000000
MIN,Minnesota Wild,Forest Green,#154734,TBL,Tampa Bay Lightning,Bolts Blue,#002868,Iron Range Red,#A6192E,#000000
MIN,Minnesota Wild,Forest Green,#154734,TOR,Toronto Maple Leafs,Leafs Blue,#00205B,Iron Range Red,#A6192E,#000000
MIN,Minnesota Wild,Forest Green,#154734,UTA,Utah Mammoth,Mountain Blue,#7AB2E0,Iron Range Red,#A6192E,#000000
MIN,Minnesota Wild,Forest Green,#154734,VAN,Vancouver Canucks,Canucks Blue,#00205B,Iron Range Red,#A6192E,#000000
MIN,Minnesota Wild,Forest Green,#154734,VGK,Vegas Golden Knights,Knights Gold,#B4975A,Steel Gray,#333F42,#000000
MIN,Minnesota Wild,Forest Green,#154734,WPG,Winnipeg Jets,Jets Navy,#041E42,Iron Range Red,#A6192E,#000000
MIN,Minnesota Wild,Forest Green,#154734,WSH,Washington Capitals,Caps Red,#C8102E,Caps Navy,#041E42,#000000
MTL,Montreal Canadiens,Habs Red,#AF1E2D,ANA,Anaheim Ducks,Ducks Orange,#F47A38,Habs Blue,#192168,#000000
MTL,Montreal Canadiens,Habs Red,#AF1E2D,BOS,Boston Bruins,Bruins Gold,#FFB81C,Habs Blue,#192168,#000000
MTL,Montreal Canadiens,Habs Red,#AF1E2D,BUF,Buffalo Sabres,Sabres Royal,#003087,Habs Blue,#192168,#000000
MTL,Montreal Canadiens,Habs Blue,#192168,CAR,Carolina Hurricanes,Hurricanes Red,#CC0000,Habs Red,#AF1E2D,#000000
MTL,Montreal Canadiens,Habs Red,#AF1E2D,CBJ,Columbus Blue Jackets,Union Blue,#002654,Habs Blue,#192168,#000000
MTL,Montreal Canadiens,Habs Blue,#192168,CGY,Calgary Flames,Flames Red,#C8102E,Habs Red,#AF1E2D,#000000
MTL,Montreal Canadiens,Habs Blue,#192168,CHI,Chicago Blackhawks,Blackhawks Red,#CF0A2C,Habs Red,#AF1E2D,#000000
MTL,Montreal Canadiens,Habs Red,#AF1E2D,COL,Colorado Avalanche,Steel Blue,#236192,Habs Blue,#192168,#000000
MTL,Montreal Canadiens,Habs Red,#AF1E2D,DAL,Dallas Stars,Victory Green,#006847,Habs Blue,#192168,#000000
MTL,Montreal Canadiens,Habs Blue,#192168,DET,Detroit Red Wings,Wings Red,#CE1126,Habs Red,#AF1E2D,#000000
MTL,Montreal Canadiens,Habs Red,#AF1E2D,EDM,Edmonton Oilers,Oilers Orange,#FF4C00,Oilers Navy,#041E42,#000000
MTL,Montreal Canadiens,Habs Red,#AF1E2D,FLA,Florida Panthers,Panthers Navy,#041E42,Habs Blue,#192168,#000000
MTL,Montreal Canadiens,Habs Red,#AF1E2D,LAK,Los Angeles Kings,Kings Black,#111111,Habs Blue,#192168,#000000
MTL,Montreal Canadiens,Habs Red,#AF1E2D,MIN,Minnesota Wild,Forest Green,#154734,Habs Blue,#192168,#000000
MTL,Montreal Canadiens,Habs Blue,#192168,NJD,New Jersey Devils,Devils Red,#CE1126,Habs Red,#AF1E2D,#000000
MTL,Montreal Canadiens,Habs Red,#AF1E2D,NSH,Nashville Predators,Preds Gold,#FFB81C,Preds Navy,#041E42,#000000
MTL,Montreal Canadiens,Habs Red,#AF1E2D,NYI,New York Islanders,Isles Orange,#F47D30,Habs Blue,#192168,#000000
MTL,Montreal Canadiens,Habs Red,#AF1E2D,NYR,New York Rangers,Rangers Blue,#0038A8,Habs Blue,#192168,#000000
MTL,Montreal Canadiens,Habs Blue,#192168,OTT,Ottawa Senators,Sens Red,#C52032,Habs Red,#AF1E2D,#000000
MTL,Montreal Canadiens,Habs Red,#AF1E2D,PHI,Philadelphia Flyers,Flyers Orange,#F74902,Habs Blue,#192168,#000000
MTL,Montreal Canadiens,Habs Red,#AF1E2D,PIT,Pittsburgh Penguins,Vegas Gold,#FCB514,Habs Blue,#192168,#000000
MTL,Montreal Canadiens,Habs Red,#AF1E2D,SEA,Seattle Kraken,Ice Blue,#99D9D9,Deep Sea Blue,#001628,#000000
MTL,Montreal Canadiens,Habs Red,#AF1E2D,SJS,San Jose Sharks,Sharks Teal,#006D75,Habs Blue,#192168,#000000
MTL,Montreal Canadiens,Habs Red,#AF1E2D,STL,St. Louis Blues,Blues Blue,#002F87,Habs Blue,#192168,#000000
MTL,Montreal Canadiens,Habs Red,#AF1E2D,TBL,Tampa Bay Lightning,Bolts Blue,#002868,Habs Blue,#192168,#000000
MTL,Montreal Canadiens,Habs Red,#AF1E2D,TOR,Toronto Maple Leafs,Leafs Blue,#00205B,Habs Blue,#192168,#000000
MTL,Montreal Canadiens,Habs Red,#AF1E2D,UTA,Utah Mammoth,Mountain Blue,#7AB2E0,Habs Blue,#192168,#000000
MTL,Montreal Canadiens,Habs Red,#AF1E2D,VAN,Vancouver Canucks,Canucks Blue,#00205B,Habs Blue,#192168,#000000
MTL,Montreal Canadiens,Habs Red,#AF1E2D,VGK,Vegas Golden Knights,Knights Gold,#B4975A,Habs Blue,#192168,#000000
MTL,Montreal Canadiens,Habs Red,#AF1E2D,WPG,Winnipeg Jets,Jets Navy,#041E42,Habs Blue,#192168,#000000
MTL,Montreal Canadiens,Habs Red,#AF1E2D,WSH,Washington Capitals,Caps Navy,#041E42,Habs Blue,#192168,#000000
NJD,New Jersey Devils,Devils Red,#CE1126,ANA,Anaheim Ducks,Ducks Orange,#F47A38,Black,#000000,#000000
NJD,New Jersey Devils,Devils Red,#CE1126,BOS,Boston Bruins,Bruins Gold,#FFB81C,Black,#000000,#000000
NJD,New Jersey Devils,Devils Red,#CE1126,BUF,Buffalo Sabres,Sabres Royal,#003087,Black,#000000,#000000
NJD,New Jersey Devils,Devils Red,#CE1126,CAR,Carolina Hurricanes,Black,#000000,Hurricanes Red,#CC0000,#000000
NJD,New Jersey Devils,Devils Red,#CE1126,CBJ,Columbus Blue Jackets,Union Blue,#002654,Black,#000000,#000000
NJD,New Jersey Devils,Devils Red,#CE1126,CGY,Calgary Flames,Flames Yellow,#F1BE48,Flames Red,#C8102E,#000000
NJD,New Jersey Devils,Devils Red,#CE1126,CHI,Chicago Blackhawks,Black,#000000,Blackhawks Red,#CF0A2C,#000000
NJD,New Jersey Devils,Devils Red,#CE1126,COL,Colorado Avalanche,Steel Blue,#236192,Burgundy,#6F263D,#000000
NJD,New Jersey Devils,Devils Red,#CE1126,DAL,Dallas Stars,Victory Green,#006847,Black,#000000,#000000
NJD,New Jersey Devils,Devils Red,#CE1126,DET,Detroit Red Wings,White,#FFFFFF,Black,#000000,#000000
NJD,New Jersey Devils,Devils Red,#CE1126,EDM,Edmonton Oilers,Oilers Orange,#FF4C00,Oilers Navy,#041E42,#000000
NJD,New Jersey Devils,Devils Red,#CE1126,FLA,Florida Panthers,Panthers Navy,#041E42,Panthers Red,#C8102E,#000000
NJD,New Jersey Devils,Devils Red,#CE1126,LAK,Los Angeles Kings,Kings Black,#111111,Deep Navy,#0A1628,#000000
NJD,New Jersey Devils,Devils Red,#CE1126,MIN,Minnesota Wild,Forest Green,#154734,Iron Range Red,#A6192E,#000000
NJD,New Jersey Devils,Devils Red,#CE1126,MTL,Montreal Canadiens,Habs Blue,#192168,Habs Red,#AF1E2D,#000000
NJD,New Jersey Devils,Devils Red,#CE1126,NSH,Nashville Predators,Preds Gold,#FFB81C,Preds Navy,#041E42,#000000
NJD,New Jersey Devils,Devils Red,#CE1126,NYI,New York Islanders,Isles Orange,#F47D30,Isles Royal,#00539B,#000000
NJD,New Jersey Devils,Devils Red,#CE1126,NYR,New York Rangers,Rangers Blue,#0038A8,Black,#000000,#000000
NJD,New Jersey Devils,Devils Red,#CE1126,OTT,Ottawa Senators,Black,#000000,Sens Red,#C52032,#000000
NJD,New Jersey Devils,Devils Red,#CE1126,PHI,Philadelphia Flyers,Flyers Orange,#F74902,Black,#000000,#000000
NJD,New Jersey Devils,Devils Red,#CE1126,PIT,Pittsburgh Penguins,Vegas Gold,#FCB514,Black,#000000,#000000
NJD,New Jersey Devils,Devils Red,#CE1126,SEA,Seattle Kraken,Ice Blue,#99D9D9,Deep Sea Blue,#001628,#000000
NJD,New Jersey Devils,Devils Red,#CE1126,SJS,San Jose Sharks,Sharks Teal,#006D75,Black,#000000,#000000
NJD,New Jersey Devils,Devils Red,#CE1126,STL,St. Louis Blues,Blues Blue,#002F87,Black,#000000,#000000
NJD,New Jersey Devils,Devils Red,#CE1126,TBL,Tampa Bay Lightning,Bolts Blue,#002868,Black,#000000,#000000
NJD,New Jersey Devils,Devils Red,#CE1126,TOR,Toronto Maple Leafs,Leafs Blue,#00205B,Black,#000000,#000000
NJD,New Jersey Devils,Devils Red,#CE1126,UTA,Utah Mammoth,Mountain Blue,#7AB2E0,Black,#000000,#000000
NJD,New Jersey Devils,Devils Red,#CE1126,VAN,Vancouver Canucks,Canucks Blue,#00205B,Canucks Green,#00843D,#000000
NJD,New Jersey Devils,Devils Red,#CE1126,VGK,Vegas Golden Knights,Knights Gold,#B4975A,Steel Gray,#333F42,#000000
NJD,New Jersey Devils,Devils Red,#CE1126,WPG,Winnipeg Jets,Jets Navy,#041E42,Jets Red,#C8102E,#000000
NJD,New Jersey Devils,Devils Red,#CE1126,WSH,Washington Capitals,Caps Navy,#041E42,Caps Red,#C8102E,#000000
NSH,Nashville Predators,Preds Gold,#FFB81C,ANA,Anaheim Ducks,Ducks Orange,#F47A38,Preds Navy,#041E42,#000000
NSH,Nashville Predators,Preds Navy,#041E42,BOS,Boston Bruins,Bruins Gold,#FFB81C,Black,#000000,#000000
NSH,Nashville Predators,Preds Gold,#FFB81C,BUF,Buffalo Sabres,Sabres Royal,#003087,Preds Navy,#041E42,#000000
NSH,Nashville Predators,Preds Gold,#FFB81C,CAR,Carolina Hurricanes,Hurricanes Red,#CC0000,Preds Navy,#041E42,#000000
NSH,Nashville Predators,Preds Gold,#FFB81C,CBJ,Columbus Blue Jackets,Union Blue,#002654,Preds Navy,#041E42,#000000
NSH,Nashville Predators,Preds Gold,#FFB81C,CGY,Calgary Flames,Flames Red,#C8102E,Preds Navy,#041E42,#000000
NSH,Nashville Predators,Preds Gold,#FFB81C,CHI,Chicago Blackhawks,Blackhawks Red,#CF0A2C,Preds Navy,#041E42,#000000
NSH,Nashville Predators,Preds Gold,#FFB81C,COL,Colorado Avalanche,Burgundy,#6F263D,Preds Navy,#041E42,#000000
NSH,Nashville Predators,Preds Gold,#FFB81C,DAL,Dallas Stars,Victory Green,#006847,Preds Navy,#041E42,#000000
NSH,Nashville Predators,Preds Gold,#FFB81C,DET,Detroit Red Wings,Wings Red,#CE1126,Preds Navy,#041E42,#000000
NSH,Nashville Predators,Preds Gold,#FFB81C,EDM,Edmonton Oilers,Oilers Orange,#FF4C00,Oilers Navy,#041E42,#000000
NSH,Nashville Predators,Preds Gold,#FFB81C,FLA,Florida Panthers,Panthers Red,#C8102E,Panthers Navy,#041E42,#000000
NSH,Nashville Predators,Preds Gold,#FFB81C,LAK,Los Angeles Kings,Kings Black,#111111,Preds Navy,#041E42,#000000
NSH,Nashville Predators,Preds Gold,#FFB81C,MIN,Minnesota Wild,Forest Green,#154734,Preds Navy,#041E42,#000000
NSH,Nashville Predators,Preds Gold,#FFB81C,MTL,Montreal Canadiens,Habs Red,#AF1E2D,Preds Navy,#041E42,#000000
NSH,Nashville Predators,Preds Gold,#FFB81C,NJD,New Jersey Devils,Devils Red,#CE1126,Preds Navy,#041E42,#000000
NSH,Nashville Predators,Preds Gold,#FFB81C,NYI,New York Islanders,Isles Orange,#F47D30,Preds Navy,#041E42,#000000
NSH,Nashville Predators,Preds Gold,#FFB81C,NYR,New York Rangers,Rangers Blue,#0038A8,Preds Navy,#041E42,#000000
NSH,Nashville Predators,Preds Gold,#FFB81C,OTT,Ottawa Senators,Sens Red,#C52032,Preds Navy,#041E42,#000000
NSH,Nashville Predators,Preds Gold,#FFB81C,PHI,Philadelphia Flyers,Flyers Orange,#F74902,Preds Navy,#041E42,#000000
NSH,Nashville Predators,Preds Navy,#041E42,PIT,Pittsburgh Penguins,Vegas Gold,#FCB514,Black,#000000,#000000
NSH,Nashville Predators,Preds Gold,#FFB81C,SEA,Seattle Kraken,Ice Blue,#99D9D9,Deep Sea Blue,#001628,#000000
NSH,Nashville Predators,Preds Gold,#FFB81C,SJS,San Jose Sharks,Sharks Teal,#006D75,Preds Navy,#041E42,#000000
NSH,Nashville Predators,Preds Gold,#FFB81C,STL,St. Louis Blues,Blues Blue,#002F87,Preds Navy,#041E42,#000000
NSH,Nashville Predators,Preds Gold,#FFB81C,TBL,Tampa Bay Lightning,Bolts Blue,#002868,Preds Navy,#041E42,#000000
NSH,Nashville Predators,Preds Gold,#FFB81C,TOR,Toronto Maple Leafs,Leafs Blue,#00205B,Preds Navy,#041E42,#000000
NSH,Nashville Predators,Preds Gold,#FFB81C,UTA,Utah Mammoth,Mountain Blue,#7AB2E0,Preds Navy,#041E42,#000000
NSH,Nashville Predators,Preds Gold,#FFB81C,VAN,Vancouver Canucks,Canucks Blue,#00205B,Preds Navy,#041E42,#000000
NSH,Nashville Predators,Preds Navy,#041E42,VGK,Vegas Golden Knights,Knights Gold,#B4975A,Steel Gray,#333F42,#000000
NSH,Nashville Predators,Preds Gold,#FFB81C,WPG,Winnipeg Jets,Jets Navy,#041E42,Jets Red,#C8102E,#000000
NSH,Nashville Predators,Preds Gold,#FFB81C,WSH,Washington Capitals,Caps Red,#C8102E,Caps Navy,#041E42,#000000
NYI,New York Islanders,Isles Royal,#00539B,ANA,Anaheim Ducks,Ducks Orange,#F47A38,Black,#000000,#000000
NYI,New York Islanders,Isles Orange,#F47D30,BOS,Boston Bruins,Bruins Gold,#FFB81C,Isles Royal,#00539B,#000000
NYI,New York Islanders,Isles Orange,#F47D30,BUF,Buffalo Sabres,Sabres Royal,#003087,Isles Royal,#00539B,#000000
NYI,New York Islanders,Isles Orange,#F47D30,CAR,Carolina Hurricanes,Hurricanes Red,#CC0000,Isles Royal,#00539B,#000000
NYI,New York Islanders,Isles Orange,#F47D30,CBJ,Columbus Blue Jackets,Union Blue,#002654,Isles Royal,#00539B,#000000
NYI,New York Islanders,Isles Orange,#F47D30,CGY,Calgary Flames,Flames Red,#C8102E,Isles Royal,#00539B,#000000
NYI,New York Islanders,Isles Orange,#F47D30,CHI,Chicago Blackhawks,Blackhawks Red,#CF0A2C,Isles Royal,#00539B,#000000
NYI,New York Islanders,Isles Orange,#F47D30,COL,Colorado Avalanche,Burgundy,#6F263D,Isles Royal,#00539B,#000000
NYI,New York Islanders,Isles Orange,#F47D30,DAL,Dallas Stars,Victory Green,#006847,Isles Royal,#00539B,#000000
NYI,New York Islanders,Isles Orange,#F47D30,DET,Detroit Red Wings,Wings Red,#CE1126,Isles Royal,#00539B,#000000
NYI,New York Islanders,Isles Orange,#F47D30,EDM,Edmonton Oilers,Oilers Navy,#041E42,Isles Royal,#00539B,#000000
NYI,New York Islanders,Isles Orange,#F47D30,FLA,Florida Panthers,Panthers Red,#C8102E,Panthers Navy,#041E42,#000000
NYI,New York Islanders,Isles Orange,#F47D30,LAK,Los Angeles Kings,Kings Black,#111111,Isles Royal,#00539B,#000000
NYI,New York Islanders,Isles Orange,#F47D30,MIN,Minnesota Wild,Forest Green,#154734,Isles Royal,#00539B,#000000
NYI,New York Islanders,Isles Orange,#F47D30,MTL,Montreal Canadiens,Habs Red,#AF1E2D,Habs Blue,#192168,#000000
NYI,New York Islanders,Isles Orange,#F47D30,NJD,New Jersey Devils,Devils Red,#CE1126,Isles Royal,#00539B,#000000
NYI,New York Islanders,Isles Orange,#F47D30,NSH,Nashville Predators,Preds Gold,#FFB81C,Preds Navy,#041E42,#000000
NYI,New York Islanders,Isles Orange,#F47D30,NYR,New York Rangers,Rangers Blue,#0038A8,Isles Royal,#00539B,#000000
NYI,New York Islanders,Isles Orange,#F47D30,OTT,Ottawa Senators,Sens Red,#C52032,Isles Royal,#00539B,#000000
NYI,New York Islanders,Isles Royal,#00539B,PHI,Philadelphia Flyers,Flyers Orange,#F74902,Black,#000000,#000000
NYI,New York Islanders,Isles Orange,#F47D30,PIT,Pittsburgh Penguins,Vegas Gold,#FCB514,Isles Royal,#00539B,#000000
NYI,New York Islanders,Isles Orange,#F47D30,SEA,Seattle Kraken,Ice Blue,#99D9D9,Deep Sea Blue,#001628,#000000
NYI,New York Islanders,Isles Orange,#F47D30,SJS,San Jose Sharks,Sharks Teal,#006D75,Isles Royal,#00539B,#000000
NYI,New York Islanders,Isles Orange,#F47D30,STL,St. Louis Blues,Blues Blue,#002F87,Isles Royal,#00539B,#000000
NYI,New York Islanders,Isles Orange,#F47D30,TBL,Tampa Bay Lightning,Bolts Blue,#002868,Isles Royal,#00539B,#000000
NYI,New York Islanders,Isles Orange,#F47D30,TOR,Toronto Maple Leafs,Leafs Blue,#00205B,Isles Royal,#00539B,#000000
NYI,New York Islanders,Isles Orange,#F47D30,UTA,Utah Mammoth,Mountain Blue,#7AB2E0,Isles Royal,#00539B,#000000
NYI,New York Islanders,Isles Orange,#F47D30,VAN,Vancouver Canucks,Canucks Blue,#00205B,Isles Royal,#00539B,#000000
NYI,New York Islanders,Isles Orange,#F47D30,VGK,Vegas Golden Knights,Knights Gold,#B4975A,Steel Gray,#333F42,#000000
NYI,New York Islanders,Isles Orange,#F47D30,WPG,Winnipeg Jets,Jets Navy,#041E42,Isles Royal,#00539B,#000000
NYI,New York Islanders,Isles Orange,#F47D30,WSH,Washington Capitals,Caps Red,#C8102E,Caps Navy,#041E42,#000000
NYR,New York Rangers,Rangers Blue,#0038A8,ANA,Anaheim Ducks,Ducks Orange,#F47A38,Rangers Red,#CE1126,#000000
NYR,New York Rangers,Rangers Blue,#0038A8,BOS,Boston Bruins,Bruins Gold,#FFB81C,Rangers Red,#CE1126,#000000
NYR,New York Rangers,Rangers Blue,#0038A8,BUF,Buffalo Sabres,Sabres Gold,#FFB81C,Sabres Royal,#003087,#000000
NYR,New York Rangers,Rangers Blue,#0038A8,CAR,Carolina Hurricanes,Hurricanes Red,#CC0000,Rangers Red,#CE1126,#000000
NYR,New York Rangers,Rangers Blue,#0038A8,CBJ,Columbus Blue Jackets,Goal Red,#CE1126,Union Blue,#002654,#000000
NYR,New York Rangers,Rangers Blue,#0038A8,CGY,Calgary Flames,Flames Red,#C8102E,Rangers Red,#CE1126,#000000
NYR,New York Rangers,Rangers Blue,#0038A8,CHI,Chicago Blackhawks,Blackhawks Red,#CF0A2C,Rangers Red,#CE1126,#000000
NYR,New York Rangers,Rangers Blue,#0038A8,COL,Colorado Avalanche,Burgundy,#6F263D,Rangers Red,#CE1126,#000000
NYR,New York Rangers,Rangers Blue,#0038A8,DAL,Dallas Stars,Victory Green,#006847,Rangers Red,#CE1126,#000000
NYR,New York Rangers,Rangers Blue,#0038A8,DET,Detroit Red Wings,Wings Red,#CE1126,Black,#000000,#000000
NYR,New York Rangers,Rangers Blue,#0038A8,EDM,Edmonton Oilers,Oilers Orange,#FF4C00,Oilers Navy,#041E42,#000000
NYR,New York Rangers,Rangers Blue,#0038A8,FLA,Florida Panthers,Panthers Red,#C8102E,Panthers Navy,#041E42,#000000
NYR,New York Rangers,Rangers Blue,#0038A8,LAK,Los Angeles Kings,Kings Black,#111111,Rangers Red,#CE1126,#000000
NYR,New York Rangers,Rangers Blue,#0038A8,MIN,Minnesota Wild,Forest Green,#154734,Iron Range Red,#A6192E,#000000
NYR,New York Rangers,Rangers Blue,#0038A8,MTL,Montreal Canadiens,Habs Red,#AF1E2D,Habs Blue,#192168,#000000
NYR,New York Rangers,Rangers Blue,#0038A8,NJD,New Jersey Devils,Devils Red,#CE1126,Black,#000000,#000000
NYR,New York Rangers,Rangers Blue,#0038A8,NSH,Nashville Predators,Preds Gold,#FFB81C,Preds Navy,#041E42,#000000
NYR,New York Rangers,Rangers Blue,#0038A8,NYI,New York Islanders,Isles Orange,#F47D30,Isles Royal,#00539B,#000000
NYR,New York Rangers,Rangers Blue,#0038A8,OTT,Ottawa Senators,Sens Red,#C52032,Rangers Red,#CE1126,#000000
NYR,New York Rangers,Rangers Blue,#0038A8,PHI,Philadelphia Flyers,Flyers Orange,#F74902,Rangers Red,#CE1126,#000000
NYR,New York Rangers,Rangers Blue,#0038A8,PIT,Pittsburgh Penguins,Vegas Gold,#FCB514,Rangers Red,#CE1126,#000000
NYR,New York Rangers,Rangers Blue,#0038A8,SEA,Seattle Kraken,Ice Blue,#99D9D9,Deep Sea Blue,#001628,#000000
NYR,New York Rangers,Rangers Blue,#0038A8,SJS,San Jose Sharks,Sharks Teal,#006D75,Rangers Red,#CE1126,#000000
NYR,New York Rangers,Rangers Blue,#0038A8,STL,St. Louis Blues,Blues Gold,#FCB514,Blues Blue,#002F87,#000000
NYR,New York Rangers,Rangers Red,#CE1126,TBL,Tampa Bay Lightning,Bolts Blue,#002868,Rangers Blue,#0038A8,#000000
NYR,New York Rangers,Rangers Red,#CE1126,TOR,Toronto Maple Leafs,Leafs Blue,#00205B,Rangers Blue,#0038A8,#000000
NYR,New York Rangers,Rangers Blue,#0038A8,UTA,Utah Mammoth,Mountain Blue,#7AB2E0,Rangers Red,#CE1126,#000000
NYR,New York Rangers,Rangers Blue,#0038A8,VAN,Vancouver Canucks,Canucks Green,#00843D,Canucks Blue,#00205B,#000000
NYR,New York Rangers,Rangers Blue,#0038A8,VGK,Vegas Golden Knights,Knights Gold,#B4975A,Steel Gray,#333F42,#000000
NYR,New York Rangers,Rangers Blue,#0038A8,WPG,Winnipeg Jets,Jets Red,#C8102E,Jets Navy,#041E42,#000000
NYR,New York Rangers,Rangers Blue,#0038A8,WSH,Washington Capitals,Caps Red,#C8102E,Caps Navy,#041E42,#000000
OTT,Ottawa Senators,Sens Red,#C52032,ANA,Anaheim Ducks,Ducks Orange,#F47A38,Black,#000000,#000000
OTT,Ottawa Senators,Sens Red,#C52032,BOS,Boston Bruins,Bruins Gold,#FFB81C,Black,#000000,#000000
OTT,Ottawa Senators,Sens Red,#C52032,BUF,Buffalo Sabres,Sabres Royal,#003087,Black,#000000,#000000
OTT,Ottawa Senators,Sens Red,#C52032,CAR,Carolina Hurricanes,Black,#000000,Hurricanes Red,#CC0000,#000000
OTT,Ottawa Senators,Sens Red,#C52032,CBJ,Columbus Blue Jackets,Union Blue,#002654,Goal Red,#CE1126,#000000
OTT,Ottawa Senators,Sens Red,#C52032,CGY,Calgary Flames,Flames Yellow,#F1BE48,Flames Red,#C8102E,#000000
OTT,Ottawa Senators,Sens Red,#C52032,CHI,Chicago Blackhawks,Black,#000000,Blackhawks Red,#CF0A2C,#000000
OTT,Ottawa Senators,Sens Red,#C52032,COL,Colorado Avalanche,Steel Blue,#236192,Burgundy,#6F263D,#000000
OTT,Ottawa Senators,Sens Red,#C52032,DAL,Dallas Stars,Victory Green,#006847,Black,#000000,#000000
OTT,Ottawa Senators,Sens Red,#C52032,DET,Detroit Red Wings,White,#FFFFFF,Wings Red,#CE1126,#000000
OTT,Ottawa Senators,Sens Red,#C52032,EDM,Edmonton Oilers,Oilers Orange,#FF4C00,Oilers Navy,#041E42,#000000
OTT,Ottawa Senators,Sens Red,#C52032,FLA,Florida Panthers,Panthers Navy,#041E42,Panthers Red,#C8102E,#000000
OTT,Ottawa Senators,Sens Red,#C52032,LAK,Los Angeles Kings,Kings Black,#111111,Deep Navy,#0A1628,#000000
OTT,Ottawa Senators,Sens Red,#C52032,MIN,Minnesota Wild,Forest Green,#154734,Iron Range Red,#A6192E,#000000
OTT,Ottawa Senators,Sens Red,#C52032,MTL,Montreal Canadiens,Habs Blue,#192168,Habs Red,#AF1E2D,#000000
OTT,Ottawa Senators,Sens Red,#C52032,NJD,New Jersey Devils,Black,#000000,Devils Red,#CE1126,#000000
OTT,Ottawa Senators,Sens Red,#C52032,NSH,Nashville Predators,Preds Gold,#FFB81C,Preds Navy,#041E42,#000000
OTT,Ottawa Senators,Sens Red,#C52032,NYI,New York Islanders,Isles Orange,#F47D30,Isles Royal,#00539B,#000000
OTT,Ottawa Senators,Sens Red,#C52032,NYR,New York Rangers,Rangers Blue,#0038A8,Rangers Red,#CE1126,#000000
OTT,Ottawa Senators,Sens Red,#C52032,PHI,Philadelphia Flyers,Flyers Orange,#F74902,Black,#000000,#000000
OTT,Ottawa Senators,Sens Red,#C52032,PIT,Pittsburgh Penguins,Vegas Gold,#FCB514,Black,#000000,#000000
OTT,Ottawa Senators,Sens Red,#C52032,SEA,Seattle Kraken,Ice Blue,#99D9D9,Deep Sea Blue,#001628,#000000
OTT,Ottawa Senators,Sens Red,#C52032,SJS,San Jose Sharks,Sharks Teal,#006D75,Black,#000000,#000000
OTT,Ottawa Senators,Sens Red,#C52032,STL,St. Louis Blues,Blues Blue,#002F87,Black,#000000,#000000
OTT,Ottawa Senators,Sens Red,#C52032,TBL,Tampa Bay Lightning,Bolts Blue,#002868,Black,#000000,#000000
OTT,Ottawa Senators,Sens Red,#C52032,TOR,Toronto Maple Leafs,Leafs Blue,#00205B,Black,#000000,#000000
OTT,Ottawa Senators,Sens Red,#C52032,UTA,Utah Mammoth,Mountain Blue,#7AB2E0,Black,#000000,#000000
OTT,Ottawa Senators,Sens Red,#C52032,VAN,Vancouver Canucks,Canucks Blue,#00205B,Canucks Green,#00843D,#000000
OTT,Ottawa Senators,Sens Red,#C52032,VGK,Vegas Golden Knights,Knights Gold,#B4975A,Steel Gray,#333F42,#000000
OTT,Ottawa Senators,Sens Red,#C52032,WPG,Winnipeg Jets,Jets Navy,#041E42,Jets Red,#C8102E,#000000
